entry_time,exit_time,type,entry_price,exit_price,pnl,reason,cum_pnl
2026-04-04 04:45:00,2026-04-04 05:10:00,BEAR,1247.21,1238.970232892038,32.95906843184821,TP,16015.14879961575
2026-04-04 05:25:00,2026-04-04 05:40:00,BULL,1238.45,1246.556490546954,32.42596218781546,TP,16047.574761803566
2026-04-04 05:45:00,2026-04-04 05:55:00,BEAR,1242.83,1234.4439785893494,33.54408564260211,TP,16081.118847446167
2026-04-04 06:00:00,2026-04-04 06:15:00,BULL,1237.75,1233.3029800657541,-17.78807973698349,SL,16063.330767709183
2026-04-04 06:25:00,2026-04-04 06:50:00,BEAR,1230.88,1222.5173642494588,33.45054300216543,TP,16096.781310711349
2026-04-04 07:25:00,2026-04-04 07:30:00,BULL,1206.77,1214.921012075209,32.60404830083644,TP,16129.385359012185
2026-04-04 07:35:00,2026-04-04 07:40:00,BEAR,1215.03,1206.2744028535187,35.022388585925,TP,16164.40774759811
2026-04-04 08:15:00,2026-04-04 08:25:00,BEAR,1191.42,1183.5555112460554,31.45795501577868,TP,16195.86570261389
2026-04-04 08:40:00,2026-04-04 08:55:00,BEAR,1180.66,1172.6368786054204,32.0924855783187,TP,16227.95818819221
2026-04-04 09:00:00,2026-04-04 09:10:00,BEAR,1174.82,1167.027089750349,31.171640998603834,TP,16259.129829190813
2026-04-04 09:35:00,2026-04-04 09:55:00,BEAR,1172.48,1176.5648224953686,-16.339289981474394,SL,16242.790539209338
2026-04-04 10:10:00,2026-04-04 10:30:00,BEAR,1177.79,1170.1373318312465,30.61067267501403,TP,16273.401211884353
2026-04-04 10:35:00,2026-04-04 11:00:00,BULL,1168.92,1164.7242842237747,-16.78286310490148,SL,16256.618348779451
2026-04-04 11:05:00,2026-04-04 11:25:00,BULL,1162.17,1158.128088897161,-16.167644411356378,SL,16240.450704368095
2026-04-04 11:35:00,2026-04-04 11:45:00,BULL,1157.43,1165.0130214173867,30.33208566954636,TP,16270.782790037641
2026-04-04 11:50:00,2026-04-04 12:00:00,BULL,1161.89,1157.891426608575,-15.99429356569999,SL,16254.788496471941
2026-04-04 12:05:00,2026-04-04 12:10:00,BULL,1163.78,1171.2017113884087,29.686845553635067,TP,16284.475342025577
2026-04-04 12:35:00,2026-04-04 12:40:00,BEAR,1173.08,1165.5232822467447,30.226871013021082,TP,16314.702213038598
2026-04-04 12:50:00,2026-04-04 13:05:00,BULL,1159.91,1155.8139014530598,-16.384394187761245,SL,16298.317818850835
2026-04-04 13:10:00,2026-04-04 13:50:00,BULL,1163.93,1171.7698110106494,31.35924404259731,TP,16329.677062893432
